ts_utc,ts,ats,ets,di,dt,v,scaled_v,ref_m,ref_unit,ref_l,ref_ds,ref_d,dts,s,dv,dv_per_s,rt,src
2025-11-10T06:02:19Z,1762754539000,1762754539942,1762754541517,1007858,sensor_signal_strength,23.0,23.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,THVBhnH0dEfoSBM4dZR4Zw,b-vrHzriZDw6pCaXFX0Lvg,600000,643,-42.0,-0.07,regular_reading,udp4
2025-11-10T06:02:19Z,1762754539000,1762754539938,1762754541516,1007859,current,0.007680829614400864,0.015,Current,A,dwC1IBc9BEYZG-Q25kggmg,6g4MfYkvtLTJqjrmX9-WWA,y_Ypt-n8BPhaESWbw-FWnQ,600000,643,0.0,0.0,regular_reading,udp4
2025-11-10T06:02:19Z,1762754539000,1762754539938,1762754541516,1007859,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,pWuXdT9UxG8ZXFFrfxdimQ,y_Ypt-n8BPhaESWbw-FWnQ,600000,643,0.0,0.0,regular_reading,udp4
2025-11-10T06:02:19Z,1762754539000,1762754539938,1762754541516,1007859,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,Jz4-vxzL9GUrS6AqBw4DQw,y_Ypt-n8BPhaESWbw-FWnQ,600000,643,0.0,0.0,regular_reading,udp4
2025-11-10T06:02:19Z,1762754539000,1762754539938,1762754541516,1007859,sensor_signal_strength,76.0,76.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,BK1UVl3z9IKJferf3zGZEg,y_Ypt-n8BPhaESWbw-FWnQ,600000,643,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839890,1762754840579,100783d,current,2.8346781730651855,5.669,Current,A,dwC1IBc9BEYZG-Q25kggmg,CdoGMRIzZIs74oBgZiJ1qQ,x0yUdAhTRCiLI2D-YaZNVg,600000,646,2.774586971849203,0.0046243116197486715,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839890,1762754840579,100783d,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,2FBvHZCD1J3o1iXsuzBo0A,x0yUdAhTRCiLI2D-YaZNVg,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839890,1762754840579,100783d,sensor_battery_level,14.0,14.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,_q7u8YPLdL24YmiYnySYtA,x0yUdAhTRCiLI2D-YaZNVg,600000,646,-1.0,-0.0016666666666666668,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839890,1762754840579,100783d,sensor_signal_strength,92.0,92.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,Mpos3c9pxNAYWEuZRUEoUg,x0yUdAhTRCiLI2D-YaZNVg,600000,646,-1.0,-0.0016666666666666668,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839892,1762754840579,1007840,current,0.859801173210144,1.72,Current,A,dwC1IBc9BEYZG-Q25kggmg,TS-luonMtIf72e2TeBZq_g,Tbtwg6DuFI4LbyfgdN4miw,600000,646,-2.6376873254776,-0.0043961455424626665,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839892,1762754840579,1007840,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,DPc0MnjpBMGIttCAfMrfSg,Tbtwg6DuFI4LbyfgdN4miw,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839891,1762754840579,1007840,sensor_battery_level,53.0,53.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,H4Ub6okU5DCIM8PNkzWNdA,Tbtwg6DuFI4LbyfgdN4miw,600000,646,2.0,0.0033333333333333335,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839891,1762754840579,1007840,sensor_signal_strength,80.0,80.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,U-J9bBZR5BSLbQOLkzfTAw,Tbtwg6DuFI4LbyfgdN4miw,600000,646,1.0,0.0016666666666666668,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839890,1762754840579,100784f,current,0.0067772031761705875,0.014,Current,A,dwC1IBc9BEYZG-Q25kggmg,ZIC23S1yNEQq_TRhGgBKlw,4sgRUMYEFKYLoxREI1Vz0g,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839890,1762754840579,100784f,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,uplGIn_gxNrIJG3n0alKZw,4sgRUMYEFKYLoxREI1Vz0g,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839889,1762754840578,100784f,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,C1GL3Rp2FMfLNbNzrWMatA,4sgRUMYEFKYLoxREI1Vz0g,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839890,1762754840579,100784f,sensor_signal_strength,80.0,80.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,m3Nb8GghpJsJ7qeVnDS5hQ,4sgRUMYEFKYLoxREI1Vz0g,600000,646,1.0,0.0016666666666666668,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839889,1762754840578,1007850,current,0.005873575806617737,0.012,Current,A,dwC1IBc9BEYZG-Q25kggmg,LdopL9xlJI86lCK0kkAncw,na6re--4tND6wpGUlHM_qQ,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839889,1762754840578,1007850,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,w2gd4_OLFH86k-uhwT1zdw,na6re--4tND6wpGUlHM_qQ,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839888,1762754840578,1007850,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,7s7eyzuJhH1rcV8OcZX3ow,na6re--4tND6wpGUlHM_qQ,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839889,1762754840578,1007850,sensor_signal_strength,81.0,81.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,hJlxnU4HFJb7blE75WBcEQ,na6re--4tND6wpGUlHM_qQ,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839887,1762754840578,1007852,current,0.006325389724224806,0.013,Current,A,dwC1IBc9BEYZG-Q25kggmg,WGdNSOfVBPkY0_hNw4sgSg,ZtxDfo5NJAq5Ql5JiYRR0w,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839886,1762754840578,1007852,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,HHGskfThJDZ5dIZNrYaxhw,ZtxDfo5NJAq5Ql5JiYRR0w,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839886,1762754840578,1007852,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,9FS4SKl_dPnbikCy5538Qw,ZtxDfo5NJAq5Ql5JiYRR0w,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839886,1762754840578,1007852,sensor_signal_strength,81.0,81.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,hsU-ctKdJGpJNhJWzqG-fg,ZtxDfo5NJAq5Ql5JiYRR0w,600000,646,-2.0,-0.0033333333333333335,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839891,1762754840579,1007854,current,4.37084436416626,8.742,Current,A,dwC1IBc9BEYZG-Q25kggmg,D-CXbgk2lHzI4oOIqgEMiA,R_s0lTzUVGK7dDH33VlfhA,600000,646,-0.008132457733154297,-1.3554096221923828e-05,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839891,1762754840579,1007854,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,-us6seyg1Ae7gqnNByLtgg,R_s0lTzUVGK7dDH33VlfhA,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839891,1762754840579,1007854,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,gwKuUmHgBLo5KVOM4smSKg,R_s0lTzUVGK7dDH33VlfhA,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839891,1762754840579,1007854,sensor_signal_strength,93.0,93.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,d3MDc4Z65FMq5ctM5350Xw,R_s0lTzUVGK7dDH33VlfhA,600000,646,1.0,0.0016666666666666668,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839888,1762754840578,1007857,current,0.030723318457603455,0.061,Current,A,dwC1IBc9BEYZG-Q25kggmg,bYGvAMZzNPaJGRVTpK7LdA,RlVz4n5eVFHJoOlG9qSWaQ,600000,646,-0.00045181624591350555,-7.530270765225092e-07,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839888,1762754840578,1007857,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,JFC0m90DpHqbshcdbx8OYQ,RlVz4n5eVFHJoOlG9qSWaQ,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839888,1762754840578,1007857,sensor_battery_level,89.0,89.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,LdiUnU8eRFbJBxIdRxGqOQ,RlVz4n5eVFHJoOlG9qSWaQ,600000,646,-2.0,-0.0033333333333333335,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839888,1762754840578,1007857,sensor_signal_strength,99.0,99.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,Z2-TK6HepM9K8INQB9xa7Q,RlVz4n5eVFHJoOlG9qSWaQ,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839887,1762754840578,100785a,current,0.006325389724224806,0.013,Current,A,dwC1IBc9BEYZG-Q25kggmg,dZQoZFX91ARKiIJ5CwA9LA,rpBBI466hDHa1rSk6bcDnw,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839887,1762754840578,100785a,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,R_ap_ojJ1Blb45TelwllbA,rpBBI466hDHa1rSk6bcDnw,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839887,1762754840578,100785a,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,4M7KHH8sRBJqkIV2gdoCrA,rpBBI466hDHa1rSk6bcDnw,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839887,1762754840578,100785a,sensor_signal_strength,73.0,73.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,z-QjVx6UxLvr302MqvTZ6Q,rpBBI466hDHa1rSk6bcDnw,600000,646,-2.0,-0.0033333333333333335,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839893,1762754840579,1007862,current,0.06054301559925079,0.121,Current,A,dwC1IBc9BEYZG-Q25kggmg,oMo8oUzGJGfKNWWP7d058Q,LDmvYOIG5JO7fL4rcejbiQ,600000,646,-0.015361659228801727,-2.560276538133621e-05,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839892,1762754840579,1007862,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,M9mZARUGZLU4Ps7wwFwBQg,LDmvYOIG5JO7fL4rcejbiQ,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839892,1762754840579,1007862,sensor_battery_level,62.0,62.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,T8uqx0yIxLJa6aXm1h24KA,LDmvYOIG5JO7fL4rcejbiQ,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839892,1762754840579,1007862,sensor_signal_strength,87.0,87.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,Q-vbAsuopDjZBrOR08SWxg,LDmvYOIG5JO7fL4rcejbiQ,600000,646,3.0,0.005,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839886,1762754840578,100786c,current,0.04201865941286087,0.084,Current,A,dwC1IBc9BEYZG-Q25kggmg,ESY-ilh8tNips2nNyhK8Cg,XfRbxb52xOu4EnMtn2DhHA,600000,646,0.0009036287665367126,1.5060479442278543e-06,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839886,1762754840578,100786c,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,NrPJeTzndNMZCKGED-PeEA,XfRbxb52xOu4EnMtn2DhHA,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839885,1762754840578,100786c,sensor_battery_level,81.0,81.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,4I1oYg7iBHxJjn_aKYNCjQ,XfRbxb52xOu4EnMtn2DhHA,600000,646,0.0,0.0,regular_reading,udp4
2025-11-10T06:07:19Z,1762754839000,1762754839886,1762754840578,100786c,sensor_signal_strength,91.0,91.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,tNkclw8XxPE7ygRDG6uccA,XfRbxb52xOu4EnMtn2DhHA,600000,646,-1.0,-0.0016666666666666668,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140021,1762755141638,1007842,current,0.005873575806617737,0.059,Current,,dwC1IBc9BEYZG-Q25kggmg,NU-_vRfc5KCJf2A4ksA7Yg,8_lcBmBHpJzZGuDdPUonZQ,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140021,1762755141638,1007842,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,JfI74iUT9K6atSJtMm0cyQ,8_lcBmBHpJzZGuDdPUonZQ,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140020,1762755141638,1007842,sensor_battery_level,61.0,61.0,Available Power To Transmit,,dwC1IBc9BEYZG-Q25kggmg,_S6eq431lH36zgc5OpkE6Q,8_lcBmBHpJzZGuDdPUonZQ,600000,649,-1.0,-0.0016666666666666668,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140020,1762755141638,1007842,sensor_signal_strength,89.0,89.0,Signal Strength,,dwC1IBc9BEYZG-Q25kggmg,16dytywBpOtbFZV5N1Q9lg,8_lcBmBHpJzZGuDdPUonZQ,600000,649,1.0,0.0016666666666666668,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140021,1762755141639,1007845,current,0.005873575806617737,0.059,Current,,dwC1IBc9BEYZG-Q25kggmg,QWrks0cDBHbKfcmBUsRAbw,sucds3HIJDy5p-KC12WtZw,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140021,1762755141639,1007845,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,7-an9_pTJIhZ6NX0wgotag,sucds3HIJDy5p-KC12WtZw,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140021,1762755141639,1007845,sensor_battery_level,54.0,54.0,Available Power To Transmit,,dwC1IBc9BEYZG-Q25kggmg,w6Bymr7MNOxomMUL4qxURA,sucds3HIJDy5p-KC12WtZw,600000,649,4.0,0.006666666666666667,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140021,1762755141639,1007845,sensor_signal_strength,83.0,83.0,Signal Strength,,dwC1IBc9BEYZG-Q25kggmg,IUA6xN2GxDEY5iy9IWJu_w,sucds3HIJDy5p-KC12WtZw,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140032,1762755141639,1007851,current,0.006325389724224806,0.013,Current,A,dwC1IBc9BEYZG-Q25kggmg,JVamvK5SNNCIkicPKMV09Q,xFS8WIvPlOwIgx66ZcNckQ,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140031,1762755141639,1007851,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,e-yfByVtFAXYO-udzOntJg,xFS8WIvPlOwIgx66ZcNckQ,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140030,1762755141639,1007851,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,qCAe0-7xNK9IxF3nKMEX1w,xFS8WIvPlOwIgx66ZcNckQ,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140030,1762755141639,1007851,sensor_signal_strength,88.0,88.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,KVBDmI50lIMr7SVcjwHFuQ,xFS8WIvPlOwIgx66ZcNckQ,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140026,1762755141638,1007853,current,0.006325389724224806,0.013,Current,A,dwC1IBc9BEYZG-Q25kggmg,wHfDQIJMlEToR3H-WNiBQA,uYFeYuxFxIaIPMOqEGwN_g,600000,649,0.000451813917607069,7.530231960117817e-07,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140026,1762755141639,1007853,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,vcJANGO-NFsJFz_-n3B2xQ,uYFeYuxFxIaIPMOqEGwN_g,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140022,1762755141639,1007853,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,3erU48JL1BFZMd3hFlGmVA,uYFeYuxFxIaIPMOqEGwN_g,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140022,1762755141639,1007853,sensor_signal_strength,97.0,97.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,nKWW7-vKJGkqyw3IihtNrA,uYFeYuxFxIaIPMOqEGwN_g,600000,649,2.0,0.0033333333333333335,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140028,1762755141638,1007855,current,0.9750136137008667,1.95,Current,A,dwC1IBc9BEYZG-Q25kggmg,dQQaMa1_pG1pLHhV4xaQtQ,qa68jXmyxDYpamM8h3bnFQ,600000,649,-0.0018072724342346191,-3.012120723724365e-06,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140027,1762755141638,1007855,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,kXdlgmko1Hw7sPmcK2a_Ig,qa68jXmyxDYpamM8h3bnFQ,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140027,1762755141638,1007855,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,v523qNscJB9KtvKFIRBn2g,qa68jXmyxDYpamM8h3bnFQ,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140027,1762755141638,1007855,sensor_signal_strength,97.0,97.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,dUxwoPKLRM3adHXbieKAxw,qa68jXmyxDYpamM8h3bnFQ,600000,649,10.0,0.016666666666666666,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140018,1762755141638,1007856,current,0.8064871430397034,1.613,Current,A,dwC1IBc9BEYZG-Q25kggmg,PBq9VX0kFDEoEbEbpy-aQw,nGihqUtxJG-Jq3m8w38Ggw,600000,649,0.0009036064147949219,1.5060106913248697e-06,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140018,1762755141638,1007856,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,sYQS9UcsNKPpbWhsd1p-7g,nGihqUtxJG-Jq3m8w38Ggw,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140017,1762755141638,1007856,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,A_t6aUGIBIsLC_nKklTgYQ,nGihqUtxJG-Jq3m8w38Ggw,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140018,1762755141638,1007856,sensor_signal_strength,88.0,88.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,zJOSxGqQNFyLTFCebifacg,nGihqUtxJG-Jq3m8w38Ggw,600000,649,1.0,0.0016666666666666668,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140030,1762755141639,1007858,current,4.343735218048096,8.687,Current,A,dwC1IBc9BEYZG-Q25kggmg,1Cs2GoTgpBUI2exfWDm80w,b-vrHzriZDw6pCaXFX0Lvg,600000,649,0.00858449935913086,1.4307498931884765e-05,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140029,1762755141639,1007858,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,I-UWnUhuZPg70B2I-sNEpg,b-vrHzriZDw6pCaXFX0Lvg,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140029,1762755141638,1007858,sensor_battery_level,6.0,6.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,g4AGfFbDFPBaZ2VLxB46mg,b-vrHzriZDw6pCaXFX0Lvg,600000,649,2.0,0.0033333333333333335,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140029,1762755141638,1007858,sensor_signal_strength,67.0,67.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,THVBhnH0dEfoSBM4dZR4Zw,b-vrHzriZDw6pCaXFX0Lvg,600000,649,44.0,0.07333333333333333,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140020,1762755141638,1007859,current,0.007680829614400864,0.015,Current,A,dwC1IBc9BEYZG-Q25kggmg,6g4MfYkvtLTJqjrmX9-WWA,y_Ypt-n8BPhaESWbw-FWnQ,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140018,1762755141638,1007859,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,pWuXdT9UxG8ZXFFrfxdimQ,y_Ypt-n8BPhaESWbw-FWnQ,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140018,1762755141638,1007859,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,Jz4-vxzL9GUrS6AqBw4DQw,y_Ypt-n8BPhaESWbw-FWnQ,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:12:19Z,1762755139000,1762755140018,1762755141638,1007859,sensor_signal_strength,76.0,76.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,BK1UVl3z9IKJferf3zGZEg,y_Ypt-n8BPhaESWbw-FWnQ,600000,649,0.0,0.0,regular_reading,udp4
2025-11-10T06:17:19Z,1762755439000,1762755439896,1762755441682,100783d,current,0.06054301559925079,0.121,Current,A,dwC1IBc9BEYZG-Q25kggmg,CdoGMRIzZIs74oBgZiJ1qQ,x0yUdAhTRCiLI2D-YaZNVg,600000,652,-2.7741351574659348,-0.004623558595776558,regular_reading,udp4
2025-11-10T06:17:19Z,1762755439000,1762755439896,1762755441682,100783d,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,2FBvHZCD1J3o1iXsuzBo0A,x0yUdAhTRCiLI2D-YaZNVg,600000,652,0.0,0.0,regular_reading,udp4
2025-11-10T06:17:19Z,1762755439000,1762755439896,1762755441682,100783d,sensor_battery_level,15.0,15.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,_q7u8YPLdL24YmiYnySYtA,x0yUdAhTRCiLI2D-YaZNVg,600000,652,1.0,0.0016666666666666668,regular_reading,udp4
2025-11-10T06:17:19Z,1762755439000,1762755439896,1762755441682,100783d,sensor_signal_strength,93.0,93.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,Mpos3c9pxNAYWEuZRUEoUg,x0yUdAhTRCiLI2D-YaZNVg,600000,652,1.0,0.0016666666666666668,regular_reading,udp4
2025-11-10T06:17:19Z,1762755439000,1762755439903,1762755441682,1007840,current,3.494325876235962,6.989,Current,A,dwC1IBc9BEYZG-Q25kggmg,TS-luonMtIf72e2TeBZq_g,Tbtwg6DuFI4LbyfgdN4miw,600000,652,2.634524703025818,0.0043908745050430294,regular_reading,udp4
2025-11-10T06:17:19Z,1762755439000,1762755439903,1762755441682,1007840,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,DPc0MnjpBMGIttCAfMrfSg,Tbtwg6DuFI4LbyfgdN4miw,600000,652,0.0,0.0,regular_reading,udp4
2025-11-10T06:17:19Z,1762755439000,1762755439898,1762755441682,1007840,sensor_battery_level,51.0,51.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,H4Ub6okU5DCIM8PNkzWNdA,Tbtwg6DuFI4LbyfgdN4miw,600000,652,-2.0,-0.0033333333333333335,regular_reading,udp4
2025-11-10T06:17:19Z,1762755439000,1762755439902,1762755441682,1007840,sensor_signal_strength,79.0,79.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,U-J9bBZR5BSLbQOLkzfTAw,Tbtwg6DuFI4LbyfgdN4miw,600000,652,-1.0,-0.0016666666666666668,regular_reading,udp4
2025-11-10T06:17:19Z,1762755439000,1762755439895,1762755441682,100784f,current,0.0067772031761705875,0.014,Current,A,dwC1IBc9BEYZG-Q25kggmg,ZIC23S1yNEQq_TRhGgBKlw,4sgRUMYEFKYLoxREI1Vz0g,600000,652,0.0,0.0,regular_reading,udp4
2025-11-10T06:17:19Z,1762755439000,1762755439895,1762755441682,100784f,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,uplGIn_gxNrIJG3n0alKZw,4sgRUMYEFKYLoxREI1Vz0g,600000,652,0.0,0.0,regular_reading,udp4
2025-11-10T06:17:19Z,1762755439000,1762755439895,1762755441682,100784f,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,C1GL3Rp2FMfLNbNzrWMatA,4sgRUMYEFKYLoxREI1Vz0g,600000,652,0.0,0.0,regular_reading,udp4
2025-11-10T06:17:19Z,1762755439000,1762755439895,1762755441682,100784f,sensor_signal_strength,77.0,77.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,m3Nb8GghpJsJ7qeVnDS5hQ,4sgRUMYEFKYLoxREI1Vz0g,600000,652,-3.0,-0.005,regular_reading,udp4
2025-11-10T06:17:19Z,1762755439000,1762755439894,1762755441682,1007850,current,0.005873575806617737,0.012,Current,A,dwC1IBc9BEYZG-Q25kggmg,LdopL9xlJI86lCK0kkAncw,na6re--4tND6wpGUlHM_qQ,600000,652,0.0,0.0,regular_reading,udp4
